,City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
872,Ahmedabad,22-05-2017,0.0,16.31,12.78,471.7627614803947,4012.5584532532675,3432.1668450092006,-310.74632100904785,0.006571976175093796,0.02705770944497394,0.0024573134318574374,-5042.975835980863,
873,Ahmedabad,23-05-2017,0.0,16.31,12.78,475.42000528969805,4038.8962821598425,3415.1529340362254,-297.6397594174533,0.0067915705105062235,0.02796180884598353,0.002539421476012218,-5053.623906813876,
874,Ahmedabad,24-05-2017,0.0,16.31,12.78,478.98184037168727,4064.576919191919,3398.079852117575,-284.6871571838531,0.0070147734163829405,0.028880765216728423,0.002622878792963407,-5063.606709252696,
875,Ahmedabad,25-05-2017,0.0,16.31,12.78,482.4482667263621,4089.6003643494982,3380.947599253248,-271.88851430824724,0.007241584892723948,0.029814578557208614,0.002707685382711006,-5072.924243297322,
876,Ahmedabad,26-05-2017,0.0,16.31,12.78,485.8192843537225,4113.966617632579,3363.7561754432445,-259.24383079063614,0.007472004939529249,0.030763248867424115,0.002793841245255015,-5081.576508947756,
877,Ahmedabad,27-05-2017,0.0,16.31,12.78,489.0948932537687,4137.675679041162,3346.5055806875653,-246.75310663101948,0.007706033556798837,0.03172677614737491,0.002881346380595433,-5089.563506203996,
878,Ahmedabad,28-05-2017,0.0,16.31,12.78,492.27509342650063,4160.727548575247,3329.1958149862094,-234.4163418293972,0.007943670744532717,0.032705160397061006,0.0029702007887322606,-5096.885235066044,
879,Ahmedabad,29-05-2017,0.0,16.31,12.78,495.3598848719182,4183.122226234835,3311.8268783391777,-222.23353638576953,0.00818491650273089,0.03369840161648241,0.0030604044696654984,-5103.541695533897,
880,Ahmedabad,30-05-2017,0.0,16.31,12.78,498.3492675900215,4204.859712019925,3294.3987707464694,-210.2046903001364,0.008429770831393351,0.03470649980563911,0.003151957423395145,-5109.532887607556,
881,Ahmedabad,31-05-2017,0.0,16.31,12.78,501.24324158081055,4225.940005930516,3276.9114922080853,-198.3298035724977,0.008678233730520103,0.03572945496453111,0.0032448596499212007,-5114.858811287025,
882,Ahmedabad,01-06-2017,0.0,16.31,12.78,504.0418068442852,4246.363107966609,3259.365042724025,-186.60887620285354,0.008930305200111146,0.03676726709315841,0.0033391111492436665,-5119.519466572298,
883,Ahmedabad,02-06-2017,0.0,16.31,12.78,506.7449633804455,4266.129018128207,3241.759422294288,-175.0419081912038,0.009185985240166478,0.03781993619152101,0.003434711921362541,-5123.51485346338,
884,Ahmedabad,03-06-2017,0.0,16.31,12.78,509.35271118929165,4285.237736415303,3224.0946309188757,-163.62889953754873,0.009445273850686102,0.03888746225961892,0.003531661966277826,-5126.844971960266,
885,Ahmedabad,04-06-2017,0.0,16.31,12.78,511.86505027082336,4303.689262827905,3206.370668597787,-152.3698502418882,0.009708171031670017,0.039969845297452136,0.0036299612839895204,-5129.50982206296,
886,Ahmedabad,05-06-2017,0.0,16.31,12.78,514.2819806250409,4321.483597366007,3188.5875353310216,-141.26476030422205,0.009974676783118223,0.041067085305020644,0.0037296098744976237,-5131.5094037714625,
887,Ahmedabad,06-06-2017,0.0,16.31,12.78,516.6035022519441,4338.620740029612,3170.7452311185803,-130.31362972455057,0.01024479110503072,0.04217918228232446,0.0038306077378021373,-5132.843717085769,
888,Ahmedabad,07-06-2017,0.0,16.31,12.78,518.8296151515327,4355.100690818717,3152.843755960462,-119.51645850287345,0.010518513997407506,0.043306136229363565,0.003932954873903059,-5133.512762005884,
889,Ahmedabad,08-06-2017,0.0,16.31,12.78,520.9603193238074,4370.923449733326,3134.883109856669,-108.87324663919085,0.01079584546024858,0.04444794714613797,0.004036651282800391,-5133.516538531805,
890,Ahmedabad,09-06-2017,0.0,16.31,12.78,522.9956147687676,4386.08901677344,3116.8632928071993,-98.38399413350278,0.01107678549355395,0.0456046150326477,0.004141696964494133,-5132.855046663532,
891,Ahmedabad,10-06-2017,0.0,16.31,12.78,524.9355014864135,4400.597391939052,3098.784304812052,-88.0487009858092,0.011361334097323608,0.04677613988889272,0.0042480919189842835,-5131.528286401067,
892,Ahmedabad,11-06-2017,0.0,16.31,12.78,526.7799794767453,4414.448575230167,3080.64614587123,-77.86736719611022,0.011649491271557556,0.04796252171487302,0.0043558361462708445,-5129.536257744408,
893,Ahmedabad,12-06-2017,0.0,16.31,12.78,528.5290487397626,4427.642566646785,3062.448815984732,-67.83999276440564,0.011941257016255797,0.049163760510588655,0.004464929646353815,-5126.878960693557,
894,Ahmedabad,13-06-2017,0.0,16.31,12.78,530.1827092754658,4440.179366188906,3044.1923151525575,-57.966577690695615,0.012236631331418326,0.050379856276039574,0.0045753724192331945,-5123.556395248511,
895,Ahmedabad,14-06-2017,0.0,16.31,12.78,531.7409610838544,4452.058973856527,3025.8766433747064,-48.24712197498011,0.012535614217045148,0.05161080901122579,0.004687164464908983,-5119.568561409272,
896,Ahmedabad,15-06-2017,0.0,16.31,12.78,533.2038041649288,4463.28138964965,3007.501800651179,-38.68162561725907,0.012838205673136259,0.05285661871614731,0.0048003057833811815,-5114.915459175841,
897,Ahmedabad,16-06-2017,0.0,16.31,12.78,534.5712385186888,4473.846613568277,2989.0677869819756,-29.270088617532544,0.01314440569969166,0.05411728539080413,0.0049147963746497885,-5109.597088548217,
898,Ahmedabad,17-06-2017,0.0,16.31,12.78,535.8432641451346,4483.7546456124055,2970.5746023670963,-20.012510975800584,0.013454214296711354,0.05539280903519627,0.005030636238714807,-5103.613449526398,
899,Ahmedabad,18-06-2017,0.0,16.31,12.78,537.0198810442663,4493.005485782036,2952.022246806541,-10.908892692063088,0.013767631464195337,0.056683189649323694,0.005147825375576234,-5096.964542110386,
900,Ahmedabad,19-06-2017,0.0,16.31,12.78,538.1010892160834,4501.59913407717,2933.4107203003086,-1.9592337663201624,0.014084657202143611,0.057988427233186424,0.00526636378523407,-5089.650366300181,
901,Ahmedabad,20-06-2017,0.0,16.31,12.78,539.0868886605864,4509.535590497803,2914.7400228484003,6.8364658014283615,0.014405291510556174,0.059308521786784446,0.005386251467688316,-5081.670922095783,
902,Ahmedabad,21-06-2017,0.0,16.31,12.78,539.9772793777751,4516.814855043941,2896.010154450817,15.478206011182257,0.014729534389433028,0.06064347331011778,0.005507488422938972,-5073.026209497191,
903,Ahmedabad,22-06-2017,0.0,16.31,12.78,540.7722613676492,4523.43692771558,2877.221115107556,23.965986862941808,0.015057385838774175,0.06199328180318641,0.0056300746509860364,-5063.716228504408,
904,Ahmedabad,23-06-2017,0.0,16.31,12.78,541.4718346302093,4529.401808512721,2858.37290481862,32.29980835670667,0.015388845858579614,0.06335794726599035,0.005754010151829512,-5053.740979117429,
905,Ahmedabad,24-06-2017,0.0,16.31,12.78,542.0759991654551,4534.709497435365,2839.465523584006,40.47967049247713,0.01572391444884934,0.06473746969852959,0.005879294925469395,-5043.100461336258,
906,Ahmedabad,25-06-2017,0.0,16.31,12.78,542.5847549733863,4539.3599944835105,2820.498971403718,48.505573270253024,0.016060780501771944,0.06612439252646041,0.00600525178449159,-5031.794675160893,
907,Ahmedabad,26-06-2017,0.0,16.31,12.78,542.9981020540035,4543.353299657158,2801.473248277752,56.377516690034405,0.01638857737047896,0.06747397630372053,0.006127817604411511,-5019.823620591335,
908,Ahmedabad,27-06-2017,0.0,16.31,12.78,543.3160404073063,4546.68941295631,2782.388354206111,64.09550075182132,0.016705493947158968,0.06877876445596623,0.006246315197815057,-5007.187297627585,
909,Ahmedabad,28-06-2017,0.0,16.31,12.78,543.5385700332948,4549.368334380961,2763.244289188794,71.65952545561372,0.017011530231811966,0.07003875698319753,0.006360744564702231,-4993.8857062696425,
910,Ahmedabad,29-06-2017,0.0,16.31,12.78,543.6656909319688,4551.390063931117,2744.0410532257997,79.06959080141161,0.017306686224437973,0.07125395388541443,0.0064711057050730325,-4979.918846517503,
911,Ahmedabad,30-06-2017,0.0,16.31,12.78,543.697403103329,4552.754601606773,2724.77864631713,86.32569678921493,0.017590961925036966,0.07242435516261692,0.006577398618927461,-4965.286718371172,
912,Ahmedabad,01-07-2017,0.0,16.31,12.78,543.6337065473743,4553.461947407931,2705.457068462784,93.42784341902384,0.01786435733360896,0.073549960814805,0.006679623306265516,-4949.989321830649,
913,Ahmedabad,02-07-2017,0.0,16.31,12.78,543.4746012641056,4553.5121013345915,2686.0763196627613,100.37603069083818,0.018126872450153955,0.07463077084197867,0.006777779767087198,-4934.026656895932,
914,Ahmedabad,03-07-2017,0.0,16.31,12.78,543.2200872535227,4552.905063386755,2666.636399917063,107.170258604658,0.018378507274671933,0.07566678524413789,0.006871868001392506,-4917.398723567022,
915,Ahmedabad,04-07-2017,0.0,16.31,12.78,542.8701645156252,4551.64083356442,2647.1373092256886,113.81052716048332,0.018619261807162914,0.07665800402128273,0.0069618880091814415,-4900.105521843919,
916,Ahmedabad,05-07-2017,0.0,16.31,12.78,542.4248330504136,4549.719411867587,2627.5790475886374,120.29683635831422,0.018849136047626888,0.07760442717341316,0.0070478397904540045,-4882.147051726621,
917,Ahmedabad,06-07-2017,0.0,16.31,12.78,541.8840928578877,4547.140798296256,2607.9616150059105,126.6291861981505,0.01906812999606386,0.07850605470052917,0.007129723345210193,-4863.523313215132,
918,Ahmedabad,07-07-2017,0.0,16.31,12.78,541.2479439380475,4543.904992850427,2588.285011477507,132.80757667999228,0.019276243652473827,0.07936288660263077,0.007207538673450009,-4844.234306309447,
919,Ahmedabad,08-07-2017,0.0,16.31,12.78,540.5163862908928,4540.0119955301025,2568.5492370034276,138.8320078038396,0.019473477016856786,0.08017492287971795,0.007281285775173452,-4824.28003100957,
920,Ahmedabad,09-07-2017,0.0,16.31,12.78,539.6894199164241,4535.461806335278,2548.754291583672,144.70247956969237,0.019659830089212744,0.08094216353179073,0.007350964650380522,-4803.660487315499,
921,Ahmedabad,10-07-2017,0.0,16.31,12.78,538.7670448146407,4530.254425265955,2528.9001752182394,150.41899197755058,0.019835302869541698,0.08166460855884909,0.007416575299071218,-4782.375675227237,
922,Ahmedabad,11-07-2017,0.0,16.31,12.78,537.7492609855433,4524.389852322136,2508.9868879071323,155.9815450274144,0.019999895357843644,0.08234225796089303,0.007478117721245542,-4760.42559474478,
923,Ahmedabad,12-07-2017,0.0,16.31,12.78,536.6360684291317,4517.868087503819,2489.0144296503477,161.39013871928364,0.020153607554118595,0.08297511173792259,0.007535591916903493,-4737.810245868131,
924,Ahmedabad,13-07-2017,0.0,16.31,12.78,535.4274671454054,4510.689130811003,2468.9828004478873,166.6447730531585,0.020296439458366535,0.08356316988993773,0.007588997886045071,-4714.529628597286,
925,Ahmedabad,14-07-2017,0.0,16.31,12.78,534.1234571343651,4502.852982243689,2448.8920002997506,171.74544802903864,0.02042839107058747,0.08410643241693844,0.007638335628670274,-4690.583742932251,
926,Ahmedabad,15-07-2017,0.0,16.31,12.78,532.7240383960104,4494.35964180188,2428.742029205938,176.69216364692434,0.0205494623907814,0.08460489931892475,0.007683605144779106,-4665.972588873022,
927,Ahmedabad,16-07-2017,0.0,16.31,12.78,531.2292109303415,4485.209109485571,2408.532887166449,181.4849199068156,0.020659653418948334,0.08505857059589667,0.007724806434371565,-4640.696166419598,
928,Ahmedabad,17-07-2017,0.0,16.31,12.78,529.6389747373581,4475.401385294763,2388.2645741812835,186.12371680871232,0.020758964155088256,0.08546744624785411,0.007761939497447647,-4614.754475571982,
929,Ahmedabad,18-07-2017,0.0,16.31,12.78,527.9533298170606,4464.936469229458,2367.937090250442,190.60855435261448,0.020847394599201177,0.0858315262747972,0.00779500433400736,-4588.147516330173,
930,Ahmedabad,19-07-2017,0.0,16.31,12.78,526.1722761694488,4453.8143612896565,2347.5504353739243,194.93943253852206,0.02092494475128709,0.08615081067672588,0.0078240009440507,-4560.87528869417,
931,Ahmedabad,20-07-2017,0.0,16.31,12.78,524.2958137945226,4442.035061475357,2327.1046095517304,199.1163513664353,0.020991614611346,0.08642529945364012,0.007848929327577664,-4532.937792663974,
932,Ahmedabad,21-07-2017,0.0,16.31,12.78,522.3239426922821,4429.598569786558,2306.5996127838607,203.13931083635396,0.02104740417937791,0.08665499260553997,0.007869789484588257,-4504.335028239586,
933,Ahmedabad,22-07-2017,0.0,16.31,12.78,520.2566628627272,4416.5048862232625,2286.035445070315,207.0083109482782,0.02109231345538281,0.08683989013242537,0.007886581415082475,-4475.0669954210025,
934,Ahmedabad,23-07-2017,0.0,16.31,12.78,518.0939743058582,4402.754010785469,2265.4121064110923,210.72335170220774,0.021126342439360714,0.0869799920342964,0.007899305119060321,-4445.133694208227,
935,Ahmedabad,24-07-2017,0.0,16.31,12.78,515.8358770216747,4388.345943473177,2244.7295968061935,214.28443309814296,0.021149491131311607,0.08707529831115302,0.007907960596521796,-4414.535124601258,
936,Ahmedabad,25-07-2017,0.0,16.31,12.78,513.482371010177,4373.280684286388,2223.987916255619,217.6915551360836,0.021161759531235495,0.0871258089629952,0.007912547847466894,-4383.271286600095,
937,Ahmedabad,26-07-2017,0.0,16.31,12.78,511.03345627136497,4357.5582332251,2203.1870647593682,220.94471781602965,0.021163147639132383,0.08713152398982298,0.007913066871895623,-4351.3421802047405,
938,Ahmedabad,27-07-2017,0.0,16.31,12.78,508.4891328052386,4341.178590289315,2182.327042317441,224.04392113798124,0.021153655455002262,0.08709244339163635,0.007909517669807974,-4318.747805415192,
939,Ahmedabad,28-07-2017,0.0,16.31,12.78,505.849400611798,4324.141755479032,2161.407848929838,226.98916510193837,0.02113328297884514,0.0870085671684353,0.007901900241203956,-4285.488162231448,
940,Ahmedabad,29-07-2017,0.0,16.31,12.78,503.1142596910431,4306.447728794253,2140.4294845965587,229.780449707901,0.021102030210661017,0.08687989532021988,0.007890214586083567,-4251.563250653514,
941,Ahmedabad,30-07-2017,0.0,16.31,12.78,500.28371004297406,4288.096510234974,2119.391949317602,232.41777495586905,0.021059897150449883,0.08670642784699001,0.0078744607044468,-4216.973070681385,
942,Ahmedabad,31-07-2017,0.0,16.31,12.78,497.35775166759043,4269.088099801196,2098.2952430929704,234.90114084584272,0.02100688379821174,0.08648816474874572,0.00785463859629366,-4181.717622315064,
943,Ahmedabad,01-08-2017,0.0,16.31,12.78,494.33638456489257,4249.422497492922,2077.139365922663,237.23054737782178,0.020942990153946607,0.08622510602548705,0.007830748261624148,-4145.796905554549,
944,Ahmedabad,02-08-2017,0.0,16.31,12.78,491.2196087348805,4229.099703310149,2055.9243178066786,239.40599455180626,0.020868216217654466,0.08591725167721394,0.007802789700438263,-4109.21092039984,
945,Ahmedabad,03-08-2017,0.0,16.31,12.78,488.007424177554,4208.11971725288,2034.650098745018,241.42748236779624,0.020782561989335313,0.08556460170392644,0.0077707629127360045,-4071.9596668509394,
946,Ahmedabad,04-08-2017,0.0,16.31,12.78,484.69983089291327,4186.482539321111,2013.3167087376814,243.2950108257919,0.020686027468989163,0.08516715610562453,0.007734667898517376,-4034.043144907843,
947,Ahmedabad,05-08-2017,0.0,16.31,12.78,481.29682888095823,4164.188169514846,1991.9241477846685,245.00857992579293,0.020578612656616004,0.08472491488230817,0.00769450465778237,-3995.461354570556,
948,Ahmedabad,06-08-2017,0.0,16.31,12.78,477.7984181416889,4141.236607834083,1970.4724158859797,246.56818966779937,0.02046031755221584,0.08423787803397743,0.007650273190530993,-3956.2142958390746,
949,Ahmedabad,07-08-2017,0.0,16.31,12.78,474.2045986751053,4117.62785427882,1948.9615130416144,247.97384005181144,0.020331142155788684,0.0837060455606323,0.007601973496763243,-3916.301968713399,
950,Ahmedabad,08-08-2017,0.0,16.31,12.78,470.51537048120724,4093.361908849062,1927.391439251573,249.22553107782886,0.020191086467334512,0.08312941746227273,0.00754960557647912,-3875.724373193532,
951,Ahmedabad,09-08-2017,0.0,16.31,12.78,466.730733559995,4068.4387715448056,1905.7621945158555,250.3232627458519,0.020040150486853335,0.08250799373889875,0.007493169429678622,-3834.4815092794706,
952,Ahmedabad,10-08-2017,0.0,16.31,12.78,462.85068791146847,4042.8584423660504,1884.0737788344618,251.26703505588034,0.01987833421434516,0.08184177439051038,0.0074326650563617536,-3792.573376971216,
953,Ahmedabad,11-08-2017,0.0,16.31,12.78,458.87523353562756,4016.6209213127977,1862.3261922073918,252.05684800791428,0.019705637649809975,0.08113075941710755,0.007368092456528509,-3749.999976268768,
954,Ahmedabad,12-08-2017,0.0,16.31,12.78,454.80437043247235,3989.7262083850474,1840.5194346346454,252.6927016019538,0.01952206079324779,0.08037494881869035,0.007299451630178894,-3706.761307172128,
955,Ahmedabad,13-08-2017,0.0,16.31,12.78,450.63809860200286,3962.1743035827985,1818.653506116223,253.1745958379987,0.0193276036446586,0.07957434259525871,0.007226742577312904,-3662.857369681293,
956,Ahmedabad,14-08-2017,0.0,16.31,12.78,446.37641804421906,3933.9652069060517,1796.7284066521245,253.50253071604914,0.0191222662040424,0.07872894074681268,0.007149965297930542,-3618.2881637962664,
957,Ahmedabad,15-08-2017,0.0,16.31,12.78,442.019328759121,3905.0989183548086,1774.7441362423497,253.6765062361051,0.018906048471399206,0.07783874327335225,0.007069119792031807,-3573.053689517045,
958,Ahmedabad,16-08-2017,0.0,16.31,12.78,437.56683074670866,3875.575437929066,1752.7006948868989,253.69652239816648,0.018678950446729,0.0769037501748774,0.0069842060596166985,-3527.1539468436317,
959,Ahmedabad,17-08-2017,0.0,16.31,12.78,433.0189240069819,3845.394765628827,1730.598082585772,253.5625792022334,0.01844097213003179,0.07592396145138809,0.0068952241006852155,-3480.588935776024,
960,Ahmedabad,18-08-2017,0.0,16.31,12.78,428.3756085399409,3814.556901454089,1708.4362993389686,253.27467664830576,0.018192113521307583,0.07489937710288443,0.0068021739152373615,-3433.358656314223,
961,Ahmedabad,19-08-2017,0.0,16.31,12.78,423.63688434558566,3783.061845404853,1686.2153451464892,252.83281473638377,0.017932374620556368,0.07382999712936635,0.006705055503273134,-3385.4631084582297,
962,Ahmedabad,20-08-2017,0.0,16.31,12.78,418.80275142391605,3750.9095974811203,1663.9352200083335,252.2369934664672,0.01766175542777814,0.07271582153083385,0.0066038688647925324,-3336.9022922080426,
963,Ahmedabad,21-08-2017,0.0,16.31,12.78,413.87320977493215,3718.100157682888,1641.5959239245012,251.48721283855593,0.01738025594297292,0.07155685030728691,0.006498613999795558,-3287.676207563662,
964,Ahmedabad,22-08-2017,0.0,16.31,12.78,408.84825939863396,3684.63352601016,1619.1974568949934,250.58347285265035,0.017087876166140693,0.0703530834587256,0.006389290908282212,-3237.784854525088,
965,Ahmedabad,23-08-2017,0.0,16.31,12.78,403.72790029502147,3650.5097024629335,1596.7398189198093,249.52577350875023,0.01678461609728146,0.06910452098514987,0.0062758995902524916,-3187.2282330923213,
966,Ahmedabad,24-08-2017,0.0,16.31,12.78,398.5121324640945,3615.7286870412086,1574.2230099989486,248.31411480685554,0.01647047573639522,0.06781116288655971,0.006158440045706398,-3136.006343265361,
967,Ahmedabad,25-08-2017,0.0,16.31,12.78,393.2009559058535,3580.2904797449864,1551.6470301324123,246.94849674696638,0.016145455083481978,0.06647300916295515,0.006036912274643932,-3084.119185044208,
968,Ahmedabad,26-08-2017,0.0,16.31,12.78,387.794370620298,3544.195080574266,1529.0118793201991,245.42891932908267,0.01580955413854173,0.06509005981433616,0.005911316277065092,-3031.5667584288617,
969,Ahmedabad,27-08-2017,0.0,16.31,12.78,382.2923766074283,3507.4424895290476,1506.3175575623104,243.7553825532045,0.015462772901574481,0.06366231484070278,0.005781652052969879,-2978.3490634193217,
970,Ahmedabad,28-08-2017,0.0,16.31,12.78,376.6949738672443,3470.0327066093314,1483.5640648587448,241.92788641933186,0.015105111372580228,0.062189774242055004,0.005647919602358293,-2924.4661000155884,
971,Ahmedabad,29-08-2017,0.0,16.31,12.78,371.00216239974594,3431.965731815118,1460.7514012095035,239.9464309274646,0.014736569551558968,0.06067243801839279,0.005510118925230333,-2869.9178682176625,
972,Ahmedabad,30-08-2017,0.0,16.31,12.78,365.21394220493335,3393.241565146406,1437.8795666145859,237.81101607760294,0.01435714743851071,0.05911030616971619,0.005368250021586004,-2814.704368025542,
973,Ahmedabad,31-08-2017,0.0,16.31,12.78,359.33031328280646,3353.8602066031967,1414.948561073992,235.52164186974676,0.01396684503343544,0.057503378696025155,0.005222312891425297,-2758.825599439229,
974,Ahmedabad,01-09-2017,0.0,16.31,12.78,353.35127563336516,3313.8216561854892,1391.958384587722,233.07830830389594,0.013565662336333167,0.05585165559731971,0.005072307534748219,-2702.281562458724,
975,Ahmedabad,02-09-2017,0.0,16.31,12.78,347.2768292566096,3273.1259138932846,1368.909037155776,230.48101538005074,0.013153599347203893,0.05415513687359986,0.0049182339515547666,-2645.0722570840235,
976,Ahmedabad,03-09-2017,0.0,16.31,12.78,341.1069741525398,3231.7729797265806,1345.8005187781537,227.72976309821098,0.012730656066047612,0.0524138225248656,0.0047600921418449425,-2587.197683315131,
977,Ahmedabad,04-09-2017,0.0,16.31,12.78,334.8417103211557,3189.7628536853804,1322.632829454855,224.82455145837665,0.012296832492864328,0.05062771255111692,0.004597882105618746,-2528.657841152045,
978,Ahmedabad,05-09-2017,0.0,16.31,12.78,328.48103776245716,3147.0955357696816,1299.4059691858804,221.76538046054793,0.01185212862765404,0.04879680695235385,0.004431603842876174,-2469.452730594766,
979,Ahmedabad,06-09-2017,0.0,16.31,12.78,322.0249564764444,3103.7710259794844,1276.1199379712298,218.55225010472466,0.011396544470416744,0.046921105728576336,0.00426125735361723,-2409.582351643293,
980,Ahmedabad,07-09-2017,0.0,16.31,12.78,315.47346646311735,3059.7893243147905,1252.7747358109023,215.18516039090682,0.010930080021152451,0.04500060887978444,0.004086842637841914,-2349.0467042976275,
981,Ahmedabad,08-09-2017,0.0,16.31,12.78,308.82656772247594,3015.150430775598,1229.370362704899,211.66411131909453,0.01045273527986115,0.043035316405978116,0.0039083596955502235,-2287.8457885577686,
982,Ahmedabad,09-09-2017,0.0,16.31,12.78,302.08426025452025,2969.854345361908,1205.9068186532197,207.98910288928775,0.009964510246542843,0.04102522830715738,0.0037258085267421605,-2225.9796044237164,
983,Ahmedabad,10-09-2017,0.0,16.31,12.78,295.24654405925037,2923.90106807372,1182.384103655864,204.1601351014865,0.009465404921197533,0.03897034458332224,0.0035391891314177242,-2163.4481518954703,
984,Ahmedabad,11-09-2017,0.0,16.31,12.78,288.3134191366661,2877.2905989110345,1158.802217712832,200.17720795569062,0.008955419303825218,0.03687066523447268,0.0033485015095769148,-2100.2514309730313,
985,Ahmedabad,12-09-2017,0.0,16.31,12.78,281.2848854867675,2830.0229378738513,1135.161160824124,196.04032145190024,0.0084345533944259,0.03472619026060872,0.003153745661219732,-2036.3894416563994,
986,Ahmedabad,13-09-2017,0.0,16.31,12.78,274.1609431095545,2782.0980849621697,1111.4609329897396,191.74947559011542,0.007902807192999578,0.03253691966173035,0.002954921586346177,-1971.8621839455743,
987,Ahmedabad,14-09-2017,0.0,16.31,12.78,266.94159200502736,2733.5160401759904,1087.7015342096793,187.3046703703361,0.007360180699546253,0.030302853437837556,0.0027520292849562483,-1906.669657840555,
988,Ahmedabad,15-09-2017,0.0,16.31,12.78,259.6268321731859,2684.2768035153126,1063.8829644839425,182.7059057925622,0.006806673914065922,0.028023991588930354,0.0025450687570499463,-1840.811863341344,
989,Ahmedabad,16-09-2017,0.0,16.31,12.78,252.2166636140301,2634.380374980138,1040.0052238125297,177.95318185679383,0.006242286836558587,0.025700334115008744,0.0023340400026272716,-1774.288800447939,
990,Ahmedabad,17-09-2017,0.0,16.31,12.78,244.71108632756,2583.826754570465,1016.0683121954405,173.04649856303095,0.005667019467024246,0.02333188101607272,0.0021189430216882227,-1707.1004691603403,
991,Ahmedabad,18-09-2017,0.0,16.31,12.78,237.1101003137756,2532.6159422862947,992.0722296326753,167.98585591127357,0.005080871805462903,0.020918632292122284,0.0018997778142328021,-1639.246869478548,
992,Ahmedabad,19-09-2017,0.0,16.31,12.78,229.4137055726769,2480.747938127626,968.016976124234,162.77125390152165,0.004483843851874554,0.018460587943157438,0.0016765443802610074,-1570.7280014025635,
993,Ahmedabad,20-09-2017,0.0,16.31,12.78,221.62190210426388,2428.22274209446,943.9025516701166,157.40269253377525,0.0038759356062592013,0.015957747969178183,0.0014492427197728397,-1501.543864932385,
994,Ahmedabad,21-09-2017,0.0,16.31,12.78,213.73468990853658,2375.040354186796,919.7289562703227,151.8801718080343,0.003257147068616846,0.013410112370184515,0.0012178728327682992,-1431.694460068014,
995,Ahmedabad,22-09-2017,0.0,16.31,12.78,205.75206898549496,2321.2007744046336,895.4961899248527,146.2036917242989,0.002627478238947485,0.010817681146176435,0.0009824347192473857,-1361.1797868094495,
996,Ahmedabad,23-09-2017,0.0,16.31,12.78,197.67403933513904,2266.7040027479743,871.2042526337066,140.37325228256893,0.00198692911725112,0.008180454297153942,0.0007429283792100991,-1289.9998451566912,
997,Ahmedabad,24-09-2017,0.0,16.31,12.78,189.50060095746883,2211.550039216816,846.8531443968841,134.38885348284452,0.0013354997035277512,0.00549843182311704,0.0004993538126564392,-1218.1546351097402,
998,Ahmedabad,25-09-2017,0.0,16.31,12.78,181.23175385248427,2155.7388838111606,822.4428652143856,128.25049532512557,0.0006731899977773776,0.0027716137240657262,0.0002517110195864061,-1145.6441566685955,
999,Ahmedabad,26-09-2017,0.0,16.31,12.78,172.86749802018545,2099.270536531007,797.9734150862107,121.95817780941209,0.0,0.0,0.0,-1072.4684098332577,
1000,Ahmedabad,27-09-2017,0.0,16.31,12.78,164.4078334605723,2042.1449973763563,773.4447940123599,115.51190093570408,0.0,0.0,0.0,-998.6273946037267,
1001,Ahmedabad,28-09-2017,0.0,16.31,12.78,155.8527601736449,1984.362266347207,748.8570019928327,108.9116647040016,0.0,0.0,0.0,-924.1211109800025,
1002,Ahmedabad,29-09-2017,0.0,16.31,12.78,147.20227815940314,1925.9223434435603,724.2100390276294,102.1574691143046,0.0,0.0,0.0,-848.949558962085,
1003,Ahmedabad,30-09-2017,0.0,16.31,12.78,138.4563874178471,1866.8252286654154,699.5039051167499,95.24931416661312,0.16311198904230215,0.6715539875546485,0.06098885189049118,-773.1127385499742,
1004,Ahmedabad,01-10-2017,0.0,16.31,12.78,129.6150879489768,1807.070922012773,674.7386002601942,88.18719986092708,0.5173175672567241,2.129865972226144,0.1934290954025892,-696.6106497436704,
1005,Ahmedabad,02-10-2017,0.0,16.31,12.78,120.67837975279214,1746.6594234856327,649.9141244579622,80.97112619724655,1.0626167346432656,4.374935954014488,0.3973207305362942,-619.4432925431727,
1006,Ahmedabad,03-10-2017,0.0,16.31,12.78,111.64626282929316,1685.5907330839943,625.0304777100542,73.60109317557153,1.7990094912019272,7.406763932919679,0.6726637572916061,-541.6106669484822,
1007,Ahmedabad,04-10-2017,0.0,16.31,12.78,102.51873717847992,1623.8648508078584,600.08766001647,66.07710079590198,2.7264958369327084,11.225349908941716,1.0194581756685246,-463.11277295959826,
1008,Ahmedabad,05-10-2017,0.0,16.31,12.78,93.29580280035235,1561.4817766572244,575.0856713772095,58.39914905823792,3.7856180918031144,15.567150215101035,1.4088551930225561,-383.9496105765211,
1009,Ahmedabad,06-10-2017,0.0,16.31,12.78,83.9774596949105,1498.4415106320928,550.0245117922728,50.567237962579355,4.619630175618174,18.850902849520224,1.6677620534867366,-304.12117979925074,
1010,Ahmedabad,07-10-2017,0.0,16.31,12.78,74.56370786215433,1434.744052732463,524.90418126166,42.581367508926284,5.169074408345392,20.813064145219712,1.7673299644165705,-223.62748062778724,
1011,Ahmedabad,08-10-2017,0.0,16.31,12.78,65.05454730208385,1370.3894029583357,499.72467978537094,34.441537697278704,5.433950789984769,21.45363410219951,1.7075589258120591,-142.46851306213023,
